section,group,name,url,description,tags,stars,last_push,line
Security monitoring,,PSRecon,https://github.com/gfoss/PSRecon,PSHunt-like tool for analyzing remote Windows systems that also produces a self-contained HTML report of its findings.,,495,2017-07-29,393
Security monitoring,,PowerForensics,https://github.com/Invoke-IR/PowerForensics,All in one PowerShell-based platform to perform live hard disk forensic analysis.,,1444,2023-11-16,394
Security monitoring,,Redline,https://www.fireeye.com/services/freeware/redline.html,"Freeware endpoint auditing and analysis tool that provides host-based investigative capabilities, offered by FireEye, Inc.",,,,395
Security monitoring,,rastrea2r,https://github.com/rastrea2r/rastrea2r,Multi-platform tool for triaging suspected IOCs on many endpoints simultaneously and that integrates with antivirus consoles.,,238,2021-08-01,396
Threat intelligence,,AttackerKB,https://attackerkb.com/,Free and public crowdsourced vulnerability assessment platform to help prioritize high-risk patch application and combat vulnerability fatigue.,,,,402
Threat intelligence,,DATA,https://github.com/hadojae/DATA,Credential phish analysis and automation tool that can accept suspected phishing URLs directly or trigger on observed network traffic containing such a URL.,,99,2018-08-22,403
Threat intelligence,,Forager,https://github.com/opensourcesec/Forager,Multi-threaded threat intelligence gathering built with Python3 featuring simple text-based configuration and data storage for ease of use and data portability.,,178,2018-01-23,404
Threat intelligence,,GRASSMARLIN,https://github.com/nsacyber/GRASSMARLIN,"Provides IP network situational awareness of industrial control systems (ICS) and Supervisory Control and Data Acquisition (SCADA) by passively mapping, accounting for, and reporting on your ICS/SCADA network topology and endpoints.",,1058,,405
Threat intelligence,,MLSec Combine,https://github.com/mlsecproject/combine,"Gather and combine multiple threat intelligence feed sources into one customizable, standardized CSV-based format.",,654,2019-03-14,406
Threat intelligence,,Malware Information Sharing Platform and Threat Sharing (MISP),https://misp-project.org/,"source software solution for collecting, storing, distributing and sharing cyber security indicators.",Open,,,407
Threat intelligence,,Open Source Vulnerabilities (OSV),https://osv.dev/,Vulnerability database and triage infrastructure for open source projects aimed at helping both open source maintainers and consumers of open source.,,,,408
Threat intelligence,,Sigma,https://github.com/Neo23x0/sigma,"Generic signature format for SIEM systems, offering an open signature format that allows you to describe relevant log events in a straightforward manner.",,11081,2026-09-22,409
Threat intelligence,,Threat Bus,https://github.com/tenzir/threatbus,Threat intelligence dissemination layer to connect security tools through a distributed publish/subscribe message broker.,,270,,410
Threat intelligence,,ThreatIngestor,https://github.com/InQuest/ThreatIngestor,"Extendable tool to extract and aggregate IOCs from threat feeds including Twitter, RSS feeds, or other sources.",,931,2026-05-26,411
Threat intelligence,,Unfetter,https://nsacyber.github.io/unfetter/,Identifies defensive gaps in security posture by leveraging Mitre's ATT&CK framework.,,,,412
Threat intelligence,,Viper,https://github.com/viper-framework/viper,Binary analysis and management framework enabling easy organization of malware and exploit samples.,,1561,,413
Threat intelligence,,YARA,https://github.com/VirusTotal/yara,"Tool aimed at (but not limited to) helping malware researchers to identify and classify malware samples, described as ""the pattern matching swiss army knife"" for file patterns and signatures.",,9886,2026-09-23,414
Threat intelligence,,HASSH,https://github.com/salesforce/hassh,Network fingerprinting standard which can be used to identify specific client and server SSH implementations.,,554,,418
Threat intelligence,,JA3,https://ja3er.com/,Extracts SSL/TLS handshake settings for fingerprinting and communicating about a given TLS implementation.,,,,419
Threat intelligence,,ESET's Malware IoCs,https://github.com/eset/malware-ioc,Indicators of Compromises (IOCs) derived from ESET's various investigations.,,1984,2026-09-17,423
Threat intelligence,,FireEye's Red Team Tool Countermeasures,https://github.com/fireeye/red_team_tool_countermeasures,"Collection of Snort and YARA rules to detect attacks carried out with FireEye's own Red Team tools, first released after FireEye disclosed a breach in December 2020.",,2665,,424
Threat intelligence,,FireEye's Sunburst Countermeasures,https://github.com/fireeye/sunburst_countermeasures,Collection of IoC in various languages for detecting backdoored SolarWinds Orion NMS activities and related vulnerabilities.,,562,,425
Threat intelligence,,YARA Rules,https://github.com/Yara-Rules/rules,"Project covering the need for IT security researchers to have a single repository where different Yara signatures are compiled, classified and kept as up to date as possible.",,4898,2024-04-17,426
Tor Onion service defenses,,OnionBalance,https://onionbalance.readthedocs.io/,Provides load-balancing while also making Onion services more resilient and reliable by eliminating single points-of-failure.,,,,432
Tor Onion service defenses,,Vanguards,https://github.com/mikeperry-tor/vanguards,Version 3 Onion service guard discovery attack mitigation script (intended for eventual inclusion in Tor core).,,247,2024-07-06,433
Transport-layer defenses,,Certbot,https://certbot.eff.org/,Free tool to automate the issuance and renewal of TLS certificates from the LetsEncrypt Root CA with plugins that configure various Web and e-mail server software.,,,,437
Transport-layer defenses,,MITMEngine,https://github.com/cloudflare/mitmengine,Golang library for server-side detection of TLS interception events.,,812,,438
Transport-layer defenses,,Tor,https://torproject.org/,"Censorship circumvention and anonymizing overlay network providing distributed, cryptographically verified name services (`.onion` domains) to enhance publisher privacy and service availability.",,,,439
Transport-layer defenses,,Firezone,https://www.firezone.dev/,Self-hosted VPN server built on WireGuard that supports MFA and SSO.,,,,443
Transport-layer defenses,,Headscale,https://github.com/juanfont/headscale,"source, self-hosted implementation of the Tailscale control server.",Open,44054,2026-09-23,444
Transport-layer defenses,,IPsec VPN Server Auto Setup Scripts,https://github.com/hwdsl2/setup-ipsec-vpn,"Scripts to build your own IPsec VPN server, with IPsec/L2TP, Cisco IPsec and IKEv2.",,28551,2026-09-21,445
Transport-layer defenses,,Innernet,https://github.com/tonarino/innernet,"Free Software private network system that uses WireGuard under the hood, made to be self-hosted.",,5553,2026-07-28,446
Transport-layer defenses,,Nebula,https://github.com/slackhq/nebula,"Completely open source and self-hosted, scalable overlay networking tool with a focus on performance, simplicity, and security, inspired by tinc.",,18374,2026-09-22,447
Transport-layer defenses,,OpenVPN,https://openvpn.net/,Longstanding Free Software traditional SSL/TLS-based virtual private network.,,,,448
Transport-layer defenses,,OpenZITI,https://openziti.github.io/,"source initiative focused on bringing Zero Trust to any application via an overlay network, tunelling applications, and numerous SDKs.",Open,,,449
Transport-layer defenses,,Tailscale,https://tailscale.com/,Managed freemium mesh VPN service built on top of WireGuard.,,,,450
Transport-layer defenses,,WireGuard,https://www.wireguard.com/,Extremely simple yet fast and modern VPN that utilizes state-of-the-art cryptography.,,,,451
Transport-layer defenses,,tinc,https://tinc-vpn.org/,"Free Software mesh VPN implemented entirely in userspace that supports expandable network space, bridged ethernet segments, and more.",,,,452
macOS-based defenses,,BlockBlock,https://objective-see.com/products/blockblock.html,"Monitors common persistence locations and alerts whenever a persistent component is added, which helps to detect and prevent malware installation.",,,,458
macOS-based defenses,,LuLu,https://objective-see.com/products/lulu.html,Free macOS firewall.,,,,459
macOS-based defenses,,Santa,https://github.com/google/santa,Keep track of binaries that are naughty or nice in an allow/deny-listing system for macOS.,,4506,,460
macOS-based defenses,,Stronghold,https://github.com/alichtman/stronghold,Easily configure macOS security settings from the terminal.,,1191,2025-02-24,461
macOS-based defenses,,macOS Fortress,https://github.com/essandess/macOS-Fortress,"Automated configuration of kernel-level, OS-level, and client-level security features including privatizing proxying and anti-virus scanning for macOS.",,450,2021-11-24,462
Windows-based defenses,,CobaltStrikeScan,https://github.com/Apr4h/CobaltStrikeScan,Scan files or process memory for Cobalt Strike beacons and parse their configuration.,,917,2021-08-19,468
Windows-based defenses,,HardenTools,https://github.com/securitywithoutborders/hardentools,Utility that disables a number of risky Windows features.,,3110,2025-08-10,469
Windows-based defenses,,NotRuler,https://github.com/sensepost/notruler,Detect both client-side rules and VBScript enabled forms used by the Ruler attack tool when attempting to compromise a Microsoft Exchange server.,,96,2017-10-11,470
Windows-based defenses,,Sandboxie,https://www.sandboxie.com/,Free and open source general purpose Windows application sandboxing utility.,,,,471
Windows-based defenses,,Sigcheck,https://docs.microsoft.com/en-us/sysinternals/downloads/sigcheck,Audit a Windows host's root certificate store against Microsoft's Certificate Trust List (CTL).,,,,472
Windows-based defenses,,Sticky Keys Slayer,https://github.com/linuz/Sticky-Keys-Slayer,"Establishes a Windows RDP session from a list of hostnames and scans for accessibility tools backdoors, alerting if one is discovered.",,348,2018-03-16,473
Windows-based defenses,,Windows Secure Host Baseline,https://github.com/nsacyber/Windows-Secure-Host-Baseline,"Group Policy objects, compliance checks, and configuration tools that provide an automated and flexible approach for securely deploying and maintaining the latest releases of Windows 10.",,1587,,474
Windows-based defenses,,WMI Monitor,https://github.com/realparisi/WMI_Monitor,Log newly created WMI consumers and processes to the Windows Application event log.,,123,2018-02-28,475
Windows-based defenses,,Active Directory Control Paths,https://github.com/ANSSI-FR/AD-control-paths,"Visualize and graph Active Directory permission configs (""control relations"") to audit questions such as ""Who can read the CEO's email?"" and similar.",,675,,479
Windows-based defenses,,PingCastle,https://www.pingcastle.com/,Active Directory vulnerability detection and reporting tool.,,,,480
Windows-based defenses,,PlumHound,https://github.com/PlumHound/PlumHound,More effectively use BloodHoundAD in continual security life-cycles by utilizing its pathfinding engine to identify Active Directory security vulnerabilities.,,1318,2025-11-15,481
